symbol,direction,entry_date,entry_price,sl,target,exit_price,outcome,hold_bars,pnl_pct,R,grade,score,patterns,rsi,rs_vs_nifty,near_52wh,near_52wl
WIPRO,short,2024-05-28,226.89,234.41,204.33,234.52,SL,8,-3.47,-1.02,A,85.0,"bearish_marubozu,breakout_5d_low",44.0,0.966,False,False
WIPRO,short,2025-03-21,263.87,274.59,231.71,274.73,SL,2,-4.21,-1.01,A,80.0,bearish_pin_bar,30.0,0.849,False,False
WIPRO,short,2025-04-07,230.93,240.78,201.38,240.9,SL,1,-4.42,-1.01,A,85.0,breakout_5d_low,35.0,0.843,False,False
WIPRO,short,2025-09-29,236.76,246.19,208.47,246.31,SL,6,-4.13,-1.01,S,95.0,"bearish_marubozu,breakout_5d_low",42.0,0.936,False,True
WIPRO,short,2025-10-24,244.88,254.65,215.57,244.17,TIME_EXIT,15,0.19,0.07,A,85.0,bearish_pin_bar,54.0,0.951,False,True
WIPRO,short,2026-01-28,235.38,244.77,207.21,244.89,SL,4,-4.14,-1.01,S,90.0,breakout_5d_low,25.0,0.916,False,True
WIPRO,short,2026-02-13,210.54,219.3,184.26,219.41,SL,2,-4.31,-1.01,S,100.0,"bearish_marubozu,breakout_5d_low",27.0,0.837,False,True
WIPRO,short,2026-02-16,214.51,223.07,188.83,201.03,TIME_EXIT,15,6.19,1.58,S,95.0,breakout_5d_low,25.0,0.829,False,True
WIPRO,short,2026-03-12,200.96,209.05,176.69,204.82,TIME_EXIT,15,-2.02,-0.48,A,85.0,bearish_pin_bar,32.0,0.949,False,True
HCLTECH,short,2024-04-29,1414.29,1473.24,1237.44,1343.72,TIME_EXIT,15,4.89,1.2,B,75.0,bearish_engulfing,34.0,0.926,False,False
HCLTECH,short,2025-04-02,1514.24,1575.45,1330.61,1331.28,TARGET,3,11.98,2.99,A,80.0,breakout_5d_low,46.0,0.928,False,False
HCLTECH,short,2025-04-07,1344.33,1401.21,1173.69,1401.91,SL,1,-4.38,-1.01,A,85.0,breakout_5d_low,32.0,0.882,False,False
HCLTECH,short,2025-04-08,1379.31,1434.27,1214.43,1434.99,SL,4,-4.14,-1.01,A,85.0,breakout_5d_low,26.0,0.882,False,False
HCLTECH,short,2026-04-23,1289.36,1340.77,1135.12,1135.69,TARGET,15,11.82,2.99,S,90.0,breakout_5d_low,42.0,0.924,False,True
HCLTECH,short,2026-04-24,1263.77,1314.87,1110.47,1111.02,TARGET,14,11.99,2.99,S,90.0,breakout_5d_low,40.0,0.916,False,True
TECHM,short,2023-10-20,1169.41,1216.3,1028.75,1131.92,TIME_EXIT,15,3.11,0.8,A,80.0,"bearish_pin_bar,breakout_5d_low",30.0,0.933,False,False
TECHM,short,2024-04-15,1234.38,1281.28,1093.68,1281.92,SL,8,-3.95,-1.01,A,80.0,breakout_5d_low,44.0,0.953,False,False
TECHM,short,2024-04-19,1162.47,1209.66,1020.9,1210.26,SL,1,-4.21,-1.01,A,80.0,breakout_5d_low,31.0,0.921,False,False
TECHM,short,2025-10-16,1465.27,1523.63,1290.19,1398.5,TIME_EXIT,15,4.46,1.14,B,75.0,bearish_engulfing,52.0,0.949,False,False
TECHM,short,2025-11-07,1399.4,1455.94,1229.78,1456.67,SL,3,-4.19,-1.01,B,75.0,bearish_pin_bar,32.0,0.967,False,False
SUNPHARMA,long,2024-01-19,1340.67,1287.24,1500.96,1500.21,TARGET,12,11.8,2.99,B,75.0,bullish_engulfing,71.0,1.068,False,False
SUNPHARMA,long,2024-01-30,1402.6,1346.57,1570.69,1537.93,TIME_EXIT,15,9.55,2.42,A,85.0,"bullish_engulfing,breakout_5d_high",74.0,1.112,False,False
SUNPHARMA,long,2024-02-06,1450.72,1392.17,1626.37,1581.96,TIME_EXIT,15,8.95,2.24,S,90.0,"bullish_marubozu,breakout_5d_high",73.0,1.109,False,False
SUNPHARMA,long,2024-03-26,1595.85,1531.49,1788.93,1530.72,SL,12,-4.18,-1.01,A,80.0,breakout_5d_high,60.0,1.038,False,False
SUNPHARMA,long,2024-07-25,1615.66,1550.88,1810.0,1741.88,TIME_EXIT,15,7.71,1.95,S,90.0,breakout_5d_high,70.0,1.045,True,False
SUNPHARMA,long,2024-08-26,1780.89,1730.74,1931.34,1862.02,TIME_EXIT,15,4.46,1.62,S,90.0,breakout_5d_high,67.0,1.048,True,False
SUNPHARMA,long,2024-12-31,1877.74,1802.38,2103.82,1801.48,SL,8,-4.16,-1.01,S,90.0,breakout_5d_high,72.0,1.08,True,False
SUNPHARMA,long,2025-07-31,1716.36,1653.96,1903.56,1653.13,SL,1,-3.78,-1.01,A,80.0,breakout_5d_high,70.0,1.058,False,False
SUNPHARMA,long,2025-11-20,1790.89,1719.54,2004.97,1806.3,TIME_EXIT,15,0.76,0.22,S,90.0,breakout_5d_high,70.0,1.048,True,False
SUNPHARMA,long,2026-03-05,1750.88,1693.78,1922.17,1792.7,TIME_EXIT,15,2.29,0.73,S,90.0,bullish_marubozu,60.0,1.081,True,False
SUNPHARMA,long,2026-03-09,1773.79,1701.81,1989.73,1727.64,TIME_EXIT,15,-2.7,-0.64,S,95.0,breakout_5d_high,72.0,1.108,True,False
SUNPHARMA,long,2026-03-10,1810.9,1738.6,2027.81,1737.74,SL,7,-4.14,-1.01,S,95.0,breakout_5d_high,73.0,1.14,True,False
SUNPHARMA,long,2026-03-23,1775.69,1710.59,1970.99,1709.73,SL,6,-3.81,-1.01,S,95.0,bullish_marubozu,59.0,1.142,True,False
DRREDDY,long,2025-07-30,1298.75,1246.76,1454.72,1246.14,SL,2,-4.15,-1.01,S,90.0,breakout_5d_high,63.0,1.048,True,False
DRREDDY,long,2026-02-24,1308.15,1255.85,1465.05,1255.23,SL,4,-4.15,-1.01,S,90.0,breakout_5d_high,75.0,1.031,True,False
CIPLA,long,2024-01-11,1340.52,1287.35,1500.03,1286.71,SL,4,-4.11,-1.01,A,85.0,"bullish_marubozu,breakout_5d_high",71.0,1.072,False,False
CIPLA,long,2024-01-24,1409.7,1353.34,1578.78,1352.67,SL,2,-4.15,-1.01,A,85.0,breakout_5d_high,74.0,1.146,False,False
CIPLA,long,2024-03-01,1494.75,1435.54,1672.38,1434.82,SL,11,-4.11,-1.01,B,75.0,bullish_pin_bar,61.0,1.053,False,False
CIPLA,long,2024-08-09,1575.59,1512.79,1763.99,1645.83,TIME_EXIT,15,4.36,1.12,S,90.0,breakout_5d_high,67.0,1.046,True,False
CIPLA,long,2024-09-02,1669.83,1603.63,1868.43,1657.32,TIME_EXIT,15,-0.85,-0.19,S,95.0,"bullish_engulfing,bullish_marubozu,breakout_5d_high",71.0,1.061,True,False
CIPLA,long,2025-07-29,1564.18,1501.3,1752.82,1500.55,SL,3,-4.17,-1.01,S,90.0,breakout_5d_high,73.0,1.079,True,False
DIVISLAB,long,2024-04-26,3851.92,3698.17,4313.17,4014.54,TIME_EXIT,15,4.12,1.06,A,80.0,breakout_5d_high,63.0,1.097,False,False
DIVISLAB,long,2024-05-24,4115.06,3950.54,4608.62,4606.31,TARGET,14,11.84,2.99,A,80.0,breakout_5d_high,62.0,1.063,False,False
DIVISLAB,long,2024-05-28,4244.87,4074.66,4755.5,4477.46,TIME_EXIT,15,5.38,1.37,A,80.0,breakout_5d_high,70.0,1.09,False,False
DIVISLAB,long,2024-06-14,4597.3,4413.56,5148.52,4461.97,TIME_EXIT,15,-3.04,-0.74,A,85.0,breakout_5d_high,73.0,1.12,False,False
DIVISLAB,long,2024-08-01,4932.47,4735.54,5523.25,4733.17,SL,9,-4.14,-1.01,A,85.0,bullish_pin_bar,71.0,1.041,True,False
DIVISLAB,long,2024-09-30,5475.69,5257.37,6130.65,5254.74,SL,2,-4.14,-1.01,A,85.0,bullish_engulfing,72.0,1.033,True,False
DIVISLAB,long,2024-11-26,6152.22,5906.68,6888.84,5903.73,SL,2,-4.14,-1.01,S,90.0,breakout_5d_high,64.0,1.078,True,False
DIVISLAB,long,2024-12-03,6283.14,6032.93,7033.77,6029.91,SL,2,-4.13,-1.01,S,90.0,breakout_5d_high,64.0,1.059,True,False
DIVISLAB,long,2025-04-25,6243.12,5994.5,6988.98,5991.5,SL,1,-4.13,-1.01,S,90.0,breakout_5d_high,68.0,1.032,True,False
DIVISLAB,long,2025-05-20,6583.29,6320.09,7372.89,6670.66,TIME_EXIT,15,1.23,0.33,S,95.0,breakout_5d_high,73.0,1.116,True,False
DIVISLAB,long,2025-05-27,6728.36,6458.88,7536.8,6534.73,TIME_EXIT,15,-2.98,-0.72,S,90.0,breakout_5d_high,69.0,1.077,True,False
DIVISLAB,long,2025-11-07,6877.94,6602.6,7703.96,6599.3,SL,2,-4.15,-1.01,S,95.0,breakout_5d_high,71.0,1.11,True,False
TATAMOTORS,long,2026-02-12,491.3,471.81,549.77,471.57,SL,5,-4.12,-1.01,A,85.0,breakout_5d_high,72.0,1.139,False,False
TATAMOTORS,long,2026-02-13,494.25,474.32,554.04,474.08,SL,4,-4.18,-1.01,A,85.0,breakout_5d_high,72.0,1.142,False,False
TATAMOTORS,long,2026-02-27,495.25,475.6,554.2,475.36,SL,2,-4.12,-1.01,A,80.0,breakout_5d_high,65.0,1.042,False,False
TATAMOTORS,long,2026-03-02,485.24,465.03,545.87,464.8,SL,4,-4.31,-1.01,A,85.0,breakout_5d_high,66.0,1.108,False,False
M&M,long,2024-02-06,1711.81,1643.67,1916.23,1642.84,SL,3,-4.13,-1.01,A,80.0,breakout_5d_high,62.0,1.032,False,False
M&M,long,2024-02-19,1836.97,1763.55,2057.23,1894.2,TIME_EXIT,15,3.02,0.78,A,85.0,breakout_5d_high,73.0,1.124,False,False
M&M,long,2024-05-02,2166.18,2079.93,2424.93,2423.72,TARGET,11,11.79,2.99,S,90.0,"bullish_marubozu,breakout_5d_high",60.0,1.109,False,False
M&M,long,2024-09-24,3021.51,2899.52,3387.48,3066.47,TIME_EXIT,15,1.39,0.37,S,95.0,"bullish_marubozu,breakout_5d_high",73.0,1.053,True,False
M&M,long,2024-10-09,3166.38,3039.75,3546.27,3038.23,SL,6,-4.15,-1.01,S,95.0,bullish_marubozu,72.0,1.165,True,False
